,antecedents,consequents
1777,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_suntancity']
1778,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1779,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['mileycyrus_fu']
1780,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1781,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1782,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1783,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1784,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1785,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_suntancity', 'mileycyrus_fu']"
1786,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'mileycyrus_fu']"
1787,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1788,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity']"
1789,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1790,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1791,"['lukebryan_nightone', 'oscarisaac_green']","['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']"
1792,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1793,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']"
1794,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']"
1795,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']"
1796,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']"
1797,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1798,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
1799,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1800,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1801,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1802,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1803,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_suntancity', 'kaleo_alltheprettygirls']"
1804,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'kaleo_alltheprettygirls']"
1805,"['kanyewest_gorgeous', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'lukebryan_suntancity']"
1806,"['lukebryan_suntancity', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1807,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1808,"['lukebryan_nightone', 'kanyewest_gorgeous', 'kaleo_alltheprettygirls']","['lukebryan_suntancity', 'mileycyrus_fu']"
1809,"['lukebryan_nightone', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1810,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1811,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'mileycyrus_fu']"
1812,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'kaleo_alltheprettygirls']"
1813,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1814,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['travisatreo_youareinlove']
1815,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
1816,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1817,"['travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['lukebryan_nightone']
1818,"['lukebryan_nightone', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1819,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['travisatreo_youareinlove', 'lilwayne_presidentcarter']"
1820,"['lukebryan_nightone', 'mileycyrus_fu', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'kaleo_alltheprettygirls']"
1821,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1822,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1823,"['travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'lilwayne_presidentcarter']"
1824,"['travisatreo_youareinlove', 'mileycyrus_fu', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1825,"['lukebryan_nightone', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1826,"['lukebryan_nightone', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1827,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1828,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'mileycyrus_fu']"
1829,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls']"
1830,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1831,"['lukebryan_nightone', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls']"
1832,"['lukebryan_nightone', 'travisatreo_youareinlove']","['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1833,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'mileycyrus_fu', 'lilwayne_presidentcarter']"
1834,"['travisatreo_youareinlove', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']"
1835,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_suntancity']
1836,"['lukebryan_nightone', 'lukebryan_suntancity', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kanyewest_gorgeous']
1837,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
1838,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_nightone']
1839,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
1840,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1841,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_suntancity', 'lukebryan_shegetmehigh']"
1842,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1843,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1844,"['lukebryan_suntancity', 'lukebryan_shegetmehigh', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1845,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_shegetmehigh']"
1846,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_suntancity', 'mileycyrus_fu']"
1847,"['lukebryan_nightone', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1848,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
1849,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'mileycyrus_fu']"
1850,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1851,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']"
1852,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1853,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['travisatreo_youareinlove']
1854,"['lukebryan_nightone', 'lukebryan_suntancity', 'lukebryan_shegetmehigh', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1855,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['lukebryan_suntancity']
1856,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['lukebryan_shegetmehigh']
1857,"['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
1858,"['lukebryan_nightone', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1859,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1860,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1861,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['travisatreo_youareinlove', 'lukebryan_shegetmehigh']"
1862,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1863,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['lukebryan_suntancity', 'lukebryan_shegetmehigh']"
1864,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1865,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1866,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'lukebryan_suntancity']"
1867,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']"
1868,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']"
1869,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']"
1870,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1871,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['travisatreo_youareinlove']
1872,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1873,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_suntancity']
1874,"['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1875,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['mileycyrus_fu']
1876,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1877,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1878,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1879,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1880,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1881,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1882,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1883,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1884,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['lukebryan_suntancity', 'mileycyrus_fu']"
1885,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']"
1886,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1887,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']"
1888,"['oscarisaac_green', 'mileycyrus_fu', 'lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['travisatreo_youareinlove']
1889,"['oscarisaac_green', 'mileycyrus_fu', 'lukebryan_nightone', 'travisatreo_youareinlove', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1890,"['oscarisaac_green', 'mileycyrus_fu', 'lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_suntancity']
1891,"['oscarisaac_green', 'mileycyrus_fu', 'lukebryan_suntancity', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_nightone']
1892,"['oscarisaac_green', 'lukebryan_nightone', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['mileycyrus_fu']
1893,"['mileycyrus_fu', 'lukebryan_nightone', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['oscarisaac_green']
1894,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1895,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1896,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1897,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1898,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1899,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1900,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1901,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1902,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
1903,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['lukebryan_nightone', 'mileycyrus_fu']"
1904,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1905,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1906,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity']"
1907,"['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1908,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1909,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']","['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1910,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']"
1911,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']"
1912,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1913,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1914,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']"
1915,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']"
1916,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1917,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1918,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']"
1919,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']"
1920,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']"
1921,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']"
1922,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']"
1923,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']"
1924,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']"
1925,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1926,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1927,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']"
1928,"['lukebryan_nightone', 'oscarisaac_green']","['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']"
